Dates,US Staples,EU Healthcare,Japan,Brazil,Nasdaq,US 2y,US 15y,Germany 10y,UK 15y,US HY,Oil,Ind Metals,Agri,Gold,Silver,EURUSD,USDJPY,CHFJPY,EURBRL,GBPMXN
17/08/17,55.35,72.8,54.21,38.22,141.33,84.62,126.65,138.57,65.045,87.34,76.96,12.19,4.6935,122.49,16.12,1.1723,109.57,113.78,3.7226,22.9658
18/08/17,55.2,71.98,54.45,39.03,141.23,84.61,126.62,138.77,64.995,87.47,79.76,12.245,4.718,122.3,16.1,1.1761,109.18,113.21,3.7014,22.8015
21/08/17,55.4,71.55,54.33,38.75,141.05,84.63,126.93,138.85,65.325,87.56,77.68,12.385,4.714,122.76,16.07,1.1815,108.98,113.296,3.74,22.7739
22/08/17,55.41,72.43,54.44,39.33,143.2,84.62,126.44,138.86,65.115,87.92,78.16,12.395,4.7005,122.21,16.07,1.1762,109.57,113.18,3.72,22.6499
23/08/17,55.25,72.13,54.46,40.09,142.69,84.7,127.3,139.07,65.53,87.93,79.04,12.4325,4.6935,122.67,16.15,1.1807,109.04,112.962,3.71,22.6393
24/08/17,54.49,72.43,54.18,40.3,142.27,84.62,126.83,139.12,65.575,88.06,77.68,12.62,4.707,122.29,16.03,1.1799,109.56,113.479,3.7147,22.6934
25/08/17,54.67,72.41,54.36,40.14,141.97,84.65,127.32,139.04,65.645,88.22,78,12.415,4.734,122.74,16.11,1.1924,109.36,114.417,3.7668,22.6985
28/08/17,54.51,71.83,54.42,40.08,142.41,84.62,127.24,139.1,65.645,88.23,76.24,12.415,4.734,124.69,16.5,1.1979,109.25,114.368,3.794,23.1131
29/08/17,54.7,71.58,54.31,40.14,142.97,84.66,127.65,139.46,66.24,88.12,75.68,12.63,4.6835,124.42,16.42,1.1972,109.71,114.818,3.7879,23.0493
30/08/17,54.69,71.81,54.28,39.99,144.65,84.68,127.61,139.29,65.69,88.36,75.04,12.595,4.652,124.36,16.46,1.1884,110.24,114.402,3.7547,22.9027
31/08/17,54.71,72.74,54.71,40,146.2,84.68,127.99,139.3,65.84,88.6,77.04,12.68,4.719,125.82,16.65,1.191,109.98,114.707,3.7503,23.1268
01/09/17,54.97,73.19,54.49,40.61,146,84.59,126.75,139.02,65.61,88.32,77.36,12.805,4.745,126.06,16.73,1.186,110.25,114.271,3.7246,23.0775
04/09/17,54.97,72.62,54.49,40.61,146,84.59,126.75,139.07,65.445,88.32,77.36,12.91,4.755,126.06,16.73,1.1896,109.72,114.514,3.7343,23.1129
05/09/17,55.05,72.81,54.25,40.98,144.69,84.67,128.76,139.42,66.19,88.12,79.36,12.775,4.813,127.46,16.91,1.1914,108.81,113.917,3.7142,23.327
06/09/17,55.28,72.98,54.48,41.89,145.13,84.66,127.97,139.35,66.305,88.06,80.32,12.775,4.8435,126.81,16.87,1.1917,109.22,114.173,3.6945,23.2199
07/09/17,55.36,73.31,54.8,42.21,145.47,84.71,129.28,139.68,66.815,88.07,80.24,12.785,4.7985,128.13,17.1,1.2023,108.45,114.095,3.6945,23.1525
08/09/17,55.09,73.63,54.97,41.92,144.21,84.69,129,139.49,66.565,87.79,77.84,12.48,4.7935,127.97,17.02,1.2036,107.84,114.201,3.7152,23.4231
11/09/17,55.43,73.97,55.22,42.55,145.87,84.61,127.46,139.32,65.97,88.07,78.56,12.595,4.771,126.19,16.77,1.1953,109.39,114.393,3.7088,23.2474
12/09/17,55.55,74.24,55.26,42.37,146.22,84.57,126.79,138.68,64.65,88.18,78.96,12.575,4.7635,126.56,16.89,1.1967,110.17,114.736,3.7411,23.5479
13/09/17,55.58,74.18,55.15,42.4,146.42,84.55,126.29,138.64,64.595,88.21,80.56,12.345,4.7785,125.61,16.76,1.1885,110.49,114.587,3.7263,23.4434
14/09/17,55.47,74.27,55.16,42.66,145.56,84.56,126.81,138.57,63.93,88.33,81.04,12.22,4.8205,126.16,16.77,1.1919,110.24,114.449,3.7207,23.6681
15/09/17,55.22,73.85,55.24,43.35,146.06,84.55,126.86,138.39,63.35,88.41,81.6,12.1275,4.8115,125.53,16.62,1.1945,110.83,115.52,3.7168,24.0026
18/09/17,55.3,73.74,55.25,43.13,145.55,84.5,126.13,138.18,63.365,88.37,81.36,12.2975,4.8175,124.36,16.27,1.1954,111.57,116.024,3.7502,23.9672
19/09/17,55.13,73.89,55.57,43.06,145.8,84.51,125.82,138.17,63.03,88.46,80.88,12.36,4.746,124.62,16.36,1.1994,111.59,115.916,3.7608,24.0399
20/09/17,54.6,73.97,55.59,43.19,145.35,84.44,125.91,138.36,63.06,88.45,81.92,12.45,4.7855,123.62,16.19,1.1892,112.22,115.703,3.7263,23.9809
21/09/17,54.08,74.28,55.37,42.62,144.46,84.42,125.84,138.21,62.95,88.34,82,12.38,4.7795,122.68,16.03,1.1941,112.48,115.883,3.7481,24.2812
22/09/17,53.92,74.38,55.43,42.73,144.32,84.44,126.2,138.27,62.96,88.43,81.92,12.1575,4.812,123.24,16.05,1.1951,111.99,115.542,3.7336,23.9608
25/09/17,54.31,75.15,55.55,41.79,142.8,84.49,126.99,138.67,63.25,88.48,84.4,12.1925,4.787,124.53,16.21,1.1848,111.73,115.588,3.7446,24.1362
26/09/17,54.44,74.62,55.55,41.68,143.17,84.47,126.76,138.62,63.33,88.59,83.92,12.185,4.7695,123.14,15.91,1.1793,112.24,115.869,3.7332,24.1658
27/09/17,54.02,74.51,55.66,40.92,144.46,84.46,124.85,138.12,62.82,88.63,84.16,12.11,4.7415,121.98,15.83,1.1745,112.84,116.076,3.7506,24.374
28/09/17,54.02,74.63,55.7,40.97,144.41,84.47,124.48,137.98,62.93,88.63,83.44,12.245,4.738,122.21,15.92,1.1786,112.34,115.805,3.7506,24.4124
29/09/17,53.98,74.78,55.71,41.69,145.45,84.45,124.76,138.18,63.21,88.76,83.44,12.305,4.716,121.58,15.74,1.1814,112.51,116.17,3.7366,24.4601
02/10/17,53.88,75.98,55.71,41.72,145.58,84.44,124.28,138.3,63.65,88.35,81.68,12.2,4.698,120.77,15.67,1.1733,112.77,115.691,3.701,24.2018
03/10/17,53.94,75.98,56.04,43.18,145.89,84.39,124.4,138.3,63.3,88.51,81.44,12.33,4.6995,120.83,15.71,1.1744,112.85,115.911,3.6922,24.1088
04/10/17,54.11,76.12,56.05,43.32,146.03,84.55,124.41,138.29,62.94,88.42,80.64,12.4375,4.6825,121.17,15.69,1.1759,112.76,115.588,3.686,24.2007
05/10/17,54.35,75.82,56.02,43.12,147.46,84.37,123.94,138.2,62.625,88.53,82,12.57,4.723,120.52,15.69,1.1711,112.82,115.32,3.6937,24.2637
06/10/17,53.81,75.8,55.99,42.62,147.66,84.34,123.59,138.17,62.82,88.4,79.76,12.49,4.7195,121.09,15.85,1.173,112.65,115.016,3.7025,24.2166
09/10/17,53.66,75.66,56.06,42,147.49,84.34,123.98,138.31,62.96,88.41,80,12.5475,4.7305,122.08,16.02,1.174,112.68,115.021,3.7437,24.5408
10/10/17,54.13,75.17,56.46,42.82,147.6,84.36,124.18,138.32,62.935,88.48,82.24,12.685,4.7295,122.4,16.15,1.1808,112.45,115.313,3.7557,24.8592
11/10/17,54.24,75.12,56.75,42.94,148.04,84.35,124.42,138.12,62.865,88.39,82.88,12.6,4.693,122.79,16.25,1.1859,112.5,115.546,3.7655,24.7398
12/10/17,54.47,75,56.68,42.76,147.77,84.34,124.95,138.25,62.935,88.29,81.84,12.7775,4.672,122.89,16.26,1.183,112.28,115.111,3.7655,25.076
13/10/17,54.57,74.85,57.38,43.34,148.34,84.39,125.85,138.62,63.225,88.33,82.96,12.78,4.765,123.82,16.41,1.182,111.82,114.737,3.7187,25.1242
16/10/17,54.59,75.2,57.64,42.94,148.85,84.31,125.76,138.9,63.62,88.38,83.68,13.025,4.7555,122.97,16.25,1.1796,112.19,115.005,3.7378,25.2215
17/10/17,54.39,74.88,57.58,42.64,149.04,84.32,125.92,139,64.185,88.51,83.92,12.84,4.736,122.13,16.09,1.1766,112.2,114.679,3.7197,24.7794
18/10/17,54.32,75.03,57.52,42.7,148.86,84.29,125.09,138.71,63.735,88.6,83.84,12.825,4.72,121.67,16.06,1.1787,112.94,115.049,3.7396,24.9027
19/10/17,54.03,74.59,57.39,42.5,148.31,84.34,125.31,138.71,64.16,88.61,82.8,12.83,4.7475,122.39,16.27,1.1852,112.54,115.273,3.7544,24.7474
20/10/17,53.9,74.41,57.52,42.26,148.71,84.29,123.98,138.17,63.43,88.69,83.44,12.805,4.7085,121.61,16.08,1.1784,113.52,115.314,3.7612,25.0515
23/10/17,53.86,74.67,57.66,41.23,147.74,84.29,124.2,138.36,63.735,88.59,83.36,12.8725,4.7315,121.8,16.14,1.1749,113.43,115.16,3.8013,25.1845
24/10/17,53.67,73.51,58.14,41.5,147.99,84.27,123.43,138,63.3,88.59,84.32,12.96,4.7365,121.33,16.02,1.1761,113.9,114.922,3.8192,25.2568
25/10/17,53.52,72.28,57.67,41.88,147.43,84.25,122.84,137.92,62.835,88.34,83.84,12.955,4.7535,121.35,16.01,1.1813,113.74,114.935,3.8178,25.2514
26/10/17,53.56,72.43,57.98,40.63,146.96,84.25,122.43,138.32,62.87,88.23,84.56,12.965,4.7185,120.33,15.85,1.1651,113.98,114.273,3.8405,25.2733
27/10/17,53.1,73.06,58.42,41.55,151.24,84.31,123.24,138.68,63.275,88.47,86.72,12.73,4.713,120.9,15.91,1.1608,113.67,113.91,3.7531,25.1206
30/10/17,52.65,73.22,58.4,40.16,151.58,84.35,124.42,138.89,63.4,88.45,86.96,12.79,4.725,121.13,15.91,1.1651,113.18,113.829,3.8237,25.4112
31/10/17,53.09,73.22,58.65,40.17,152.15,84.3,124.46,138.89,63.575,88.47,87.44,12.855,4.7,120.67,15.79,1.1646,113.64,113.909,3.8108,25.4338
01/11/17,53.26,73.43,58.98,39.9,152.1,84.21,124.75,138.85,63.565,88.02,87.2,13.0675,4.7165,121.11,16.18,1.1619,114.18,113.831,3.7953,25.2628
02/11/17,53.13,72.83,59.05,39.9,151.81,84.23,125.3,138.81,64.195,87.97,87.92,13.03,4.7465,121.19,16.17,1.1658,114.08,114.167,3.7953,24.7891
03/11/17,53.14,73.21,59.19,39.31,153.27,84.18,125.64,138.87,63.945,87.98,89.44,13.01,4.713,120.62,15.92,1.1608,114.07,113.989,3.8468,25.1135
06/11/17,52.57,73.5,59.18,40.36,153.79,84.23,126.11,139.15,64.095,87.99,92.08,13.0975,4.734,121.65,16.27,1.161,113.71,114,3.7741,25.0495
07/11/17,53.16,72.87,59.65,39.16,153.88,84.19,126.64,139.2,64.43,87.74,91.92,12.815,4.736,121.21,16.01,1.1587,114.01,114.02,3.7925,25.2141
08/11/17,53.74,72.65,60.02,40.3,154.5,84.18,126.36,139.26,64.89,87.35,91.28,12.83,4.7315,121.63,16.06,1.1595,113.87,113.863,3.7692,25.0345
09/11/17,53.73,71.77,59.52,39.61,153.69,84.17,126,138.69,64.295,86.92,91.68,12.7175,4.7755,122.13,16.07,1.1642,113.47,114.165,3.7863,25.0352
10/11/17,54.28,71.23,59.08,38.83,153.68,84.14,124.1,138.38,63.53,87.11,91.36,12.695,4.7345,121.13,15.95,1.1665,113.53,113.982,3.8302,25.1961
13/11/17,54.59,71.16,58.82,38.95,153.87,84.13,124.36,138.36,63.64,87.05,91.04,12.8525,4.726,121.31,16.09,1.1667,113.62,114.048,3.8263,25.0888
14/11/17,54.78,70.88,58.51,37.74,153.31,84.15,125.2,138.5,63.68,86.68,89.04,12.5725,4.683,121.56,16.08,1.1798,113.46,114.675,3.9101,25.234
15/11/17,54.2,70.57,58.08,38.02,152.59,84.12,126.56,138.67,64.005,86.68,88.72,12.59,4.6735,121.41,16.03,1.1791,112.88,114.199,3.9101,25.3576
16/11/17,54.95,71.49,58.98,39.26,154.54,84.13,125.46,138.68,63.865,87.53,88.56,12.54,4.679,121.4,16.12,1.177,113.06,113.726,3.8564,25.1432
17/11/17,54.76,71.31,58.69,39.83,153.95,84.08,126.39,138.83,64,87.47,90.8,12.58,4.703,122.86,16.31,1.179,112.1,113.326,3.8444,25.0034
20/11/17,54.7,72.16,58.98,40.19,153.83,84.05,126.34,138.84,64.37,87.49,90.24,12.575,4.7025,121.31,15.98,1.1733,112.62,113.367,3.8221,25.1408
21/11/17,54.88,72.5,59.52,40.43,155.5,84.03,126.74,139.04,64.635,87.67,91.2,12.6925,4.717,121.51,16.01,1.1738,112.45,113.422,3.8211,24.8513
22/11/17,54.81,72.73,59.56,40.86,155.69,84.1,127.15,139.05,64.465,87.81,92.8,12.8,4.75,122.63,16.17,1.1822,111.22,113.27,3.8134,24.8373
23/11/17,54.81,72.66,59.56,40.86,155.69,84.1,127.15,139.08,64.665,87.81,92.8,12.8325,4.7445,122.63,16.17,1.1851,111.22,113.288,3.8188,24.7863
24/11/17,54.77,72.16,60.05,40.73,156.26,84.1,126.8,138.9,64.88,87.87,94.32,12.915,4.747,122.32,16.08,1.1933,111.53,113.854,3.8546,24.7505
27/11/17,54.8,71.91,59.79,40.59,156.19,84.1,126.62,139.12,64.75,87.6,92.72,12.775,4.7155,122.83,16.1,1.1898,111.09,113.168,3.8393,24.7464
28/11/17,55.25,72.32,59.97,41,156.59,84.11,126.79,139.11,64.58,87.87,92.64,12.555,4.6895,122.81,15.91,1.184,111.48,113.276,3.8039,24.7313
29/11/17,55.54,72.1,59.85,39.66,153.86,84.085,125.54,138.67,63.735,87.76,91.76,12.44,4.7285,122.04,15.64,1.1847,111.93,113.675,3.8483,24.8951
30/11/17,56.05,71.85,59.91,38.7,155.15,84.04,125.12,138.89,63.86,87.78,91.76,12.415,4.7375,121.1,15.51,1.1904,112.54,114.411,3.8886,25.1966
01/12/17,56.19,71.65,59.64,39.03,154.49,83.98,126.55,139.57,65.02,87.38,93.36,12.54,4.752,121.59,15.53,1.1896,112.17,114.91,3.875,25.095
04/12/17,56.72,71.975,59.01,39.64,152.71,83.93,126.61,139.155,64.25,87.35,91.92,12.485,4.764,121.18,15.44,1.1866,112.41,114.121,3.8476,25.092
05/12/17,56.63,71.455,59.16,39.55,152.81,83.92,127.24,139.355,64.505,87.3,92.32,12.115,4.7595,120.32,15.23,1.1826,112.6,114.037,3.8321,25.2338
06/12/17,56.99,71.46,58.94,40.03,153.5,83.96,127.68,139.6,64.83,87.22,89.6,12.0425,4.697,120.07,15.1,1.1796,112.29,113.431,3.8152,25.271
07/12/17,56.44,71.02,59.32,39.05,154.02,83.97,126.68,139.565,64.53,87.26,90.64,12.08,4.663,118.49,14.87,1.1773,113.09,113.717,3.8776,25.5598
08/12/17,56.59,71.57,59.6,39.01,154.7,83.97,126.69,139.505,64.34,87.35,91.92,12.075,4.6595,118.48,14.96,1.1773,113.48,114.314,3.8755,25.3266
11/12/17,56.58,71.71,59.8,39.09,155.9,83.93,126.43,139.57,65.045,87.37,92.8,12.22,4.6185,118.01,14.85,1.1769,113.56,114.5,3.8941,25.4259
12/12/17,56.59,72.635,59.91,40.09,155.69,83.93,126.38,139.35,64.935,87.33,91.52,12.205,4.604,118.15,14.86,1.1742,113.55,114.509,3.8963,25.5436
13/12/17,56.91,72.4,60.15,38.73,155.99,84.02,127.33,139.33,65.08,87.38,90.64,12.245,4.6005,119.17,15.15,1.1826,112.54,114.206,3.9213,25.5087
14/12/17,56.66,72.07,59.87,38.31,155.88,83.99,127.87,139.425,65.79,87.2,91.44,12.395,4.5965,118.93,15.02,1.1778,112.39,113.626,3.9327,25.7023
15/12/17,56.88,72.03,59.9,38.76,157.65,83.95,128.35,139.535,66.06,87.21,91.68,12.6,4.592,119.18,15.15,1.1749,112.6,113.687,3.8825,25.473
18/12/17,56.85,72.71,60.62,39.22,158.64,83.95,127.18,139.42,66.085,87.3,91.52,12.64,4.5895,119.73,15.22,1.1782,112.55,114.182,3.8751,25.5397
19/12/17,56.92,72.24,59.61,38.77,157.7,83.91,125.53,138.73,65.235,87.12,92.08,12.7,4.588,119.82,15.22,1.184,112.89,114.609,3.8988,25.7167
20/12/17,56.82,71.38,59.69,38.82,157.53,83.92,124.14,138.46,64.52,87.19,92.88,12.885,4.607,120.14,15.25,1.1871,113.4,114.902,3.9161,25.7089
21/12/17,56.78,72.01,59.73,39.53,157.55,83.82,124.6,138.35,64.465,86.92,93.12,12.98,4.6125,120.31,15.22,1.1874,113.33,114.653,3.9246,26.0566
22/12/17,56.87,71.79,60.01,39.51,157.37,83.79,124.77,138.28,64.7,87,93.28,12.985,4.6125,120.94,15.4,1.1862,113.29,114.604,3.9564,26.3857
25/12/17,56.87,71.79,60.01,39.51,157.37,83.79,124.77,138.28,64.7,87,93.28,12.985,4.6125,120.94,15.4,1.187,113.26,114.284,3.9564,26.3877
26/12/17,57,71.79,60.04,39.99,156.52,83.78,125.14,138.28,64.7,87.13,95.6,12.985,4.6125,121.77,15.59,1.1858,113.23,114.453,3.9267,26.5701
27/12/17,56.99,72.06,59.96,40.11,156.54,83.82,126.77,138.62,65.445,87.17,95.36,13.2475,4.6435,122.23,15.73,1.1888,113.35,114.915,3.946,26.3815
28/12/17,56.9,71.92,59.82,40.31,156.73,83.83,126.66,138.22,65.295,87.13,95.76,13.41,4.625,122.85,15.88,1.1943,112.87,115.343,3.9604,26.5091
29/12/17,56.89,72.04,59.93,40.45,155.76,83.85,126.86,138.04,65.515,87.26,96.08,13.3625,4.626,123.65,15.99,1.2005,112.69,115.682,3.9785,26.5721
01/01/18,56.89,72.04,59.93,40.45,155.76,83.85,126.86,138.04,65.515,87.26,96.08,13.3625,4.626,123.65,15.99,1.2012,112.63,115.562,3.9785,26.5465
02/01/18,56.54,71.8,60.29,41.68,158.49,83.82,125.49,137.775,64.515,87.34,96.56,13.44,4.675,125.15,16.21,1.2059,112.29,115.566,3.9308,26.5521
03/01/18,56.52,72.37,61.12,42.19,160.03,83.82,126.09,138,65.31,87.76,98.72,13.275,4.684,124.82,16.17,1.2015,112.51,115.15,3.8909,26.1521
04/01/18,56.68,72.47,61.87,42.47,160.31,83.78,126.07,138.095,65.235,87.91,98.96,13.355,4.677,125.46,16.23,1.2068,112.75,115.735,3.9009,26.1393
05/01/18,56.93,73.63,62.04,42.84,161.92,83.78,125.71,137.97,65.165,87.97,98.48,13.225,4.6735,125.33,16.22,1.2029,113.05,116.005,3.8906,26.0735
08/01/18,57.07,73.55,62.4,42.67,162.55,83.78,125.63,138.105,65.395,87.9,99.04,13.225,4.626,125.31,16.15,1.1967,113.09,115.734,3.8721,26.0856
09/01/18,56.99,73.7,62.44,42.34,162.56,83.75,123.95,137.78,64.88,87.63,100.56,13.15,4.6355,124.73,16.03,1.1937,112.65,114.592,3.8775,26.0498
10/01/18,56.71,72.8,62.84,42.31,162.18,83.78,123.8,137.625,64.77,87.44,101.44,13.24,4.639,125.03,16.02,1.1948,111.44,113.916,3.8686,26.0625
11/01/18,56.63,72.24,63.26,43.1,163.29,83.75,124.31,137.23,64.595,87.73,101.6,13.2175,4.603,125.44,16.01,1.2032,111.26,114.02,3.8699,26.0923
12/01/18,56.65,72.4,63.46,43.23,164.49,83.74,124.52,137.41,64.45,87.58,102.96,13.2725,4.592,126.96,16.27,1.2202,111.06,114.791,3.9052,26.1408
15/01/18,56.65,72.01,63.46,43.23,164.49,83.74,124.52,137.265,64.86,87.58,102.96,13.43,4.5925,126.96,16.27,1.2264,110.54,114.775,3.9442,26.008
16/01/18,56.91,71.9,63.46,43.08,164.02,83.73,125.04,137.525,64.87,87.53,102.08,13.1825,4.5635,127.17,16.25,1.226,110.45,115.12,3.9561,25.8862
17/01/18,57.56,71.67,63.97,43.86,165.79,83.7,124.87,137.55,64.91,87.54,102.24,13.1125,4.585,126.14,16.06,1.2186,111.29,115.238,3.9442,25.8858
18/01/18,57.39,71.52,63.43,43.96,165.82,83.68,123.71,137.45,64.68,87.45,102.08,13.24,4.592,125.86,15.97,1.2238,111.11,115.866,3.9314,25.8504
19/01/18,58.03,72.09,63.83,44.47,166.34,83.71,123.06,137.41,64.53,87.54,101.76,13.28,4.5995,126.42,16.05,1.2222,110.77,115.09,3.9098,25.8217
22/01/18,58.47,72.28,64.1,44.63,168.12,83.67,123.18,137.51,64.38,87.62,102.24,13.31,4.6225,126.65,16.04,1.2262,110.92,115.318,3.9275,26.133
23/01/18,58.28,72.81,64.49,43.66,169.51,83.72,123.71,137.525,64.425,87.88,103.76,13.185,4.6015,127.28,16.08,1.2299,110.31,115.186,3.9814,26.1735
24/01/18,58.4,72.82,64.51,46.35,168.41,83.7,123.04,137.295,63.95,87.75,105.76,13.5525,4.644,128.83,16.56,1.2408,109.22,115.531,3.8972,26.3466
25/01/18,58.43,72.78,64.2,46.85,168.35,83.68,124.05,137.195,64.055,87.69,104.48,13.555,4.673,127.97,16.31,1.2396,109.41,116.452,3.9013,26.3091
26/01/18,58.71,73.59,64.67,47.33,170.93,83.63,123.59,137.155,63.965,87.76,105.92,13.5225,4.6575,128.07,16.41,1.2427,108.58,116.378,3.9094,26.1822
29/01/18,58.48,73.24,64.12,46.39,170.1,83.6,122.73,136.54,63.965,87.45,104.88,13.57,4.703,127.35,16.21,1.2383,108.96,116.213,3.9086,26.1917
30/01/18,58.09,72.71,63.3,46.31,168.7,83.61,122.01,136.57,63.815,87.15,103.2,13.3825,4.7075,126.8,16.15,1.2402,108.78,116.395,3.9469,26.545
31/01/18,57.82,71.94,62.94,46.59,169.4,83.61,122.73,136.595,63.385,87.3,103.84,13.495,4.703,127.65,16.35,1.2414,109.19,117.245,3.9561,26.3966
01/02/18,57.57,70.6,63.25,46.72,167.96,83.49,120.7,136.47,62.895,86.77,105.92,13.5925,4.665,128.07,16.25,1.251,109.4,118.087,3.9649,26.173
02/02/18,56.47,69.77,62.32,45.06,164.61,83.5,119.58,136.015,62.69,86.22,104.32,13.3775,4.667,126.39,15.66,1.2463,110.17,118.283,4.0086,26.2591
05/02/18,54.42,68.54,59.37,43.46,158.12,83.65,120.71,136.19,62.665,85.74,102.16,13.55,4.6565,126.71,15.74,1.2367,109.09,117.085,4.0344,26.2193
06/02/18,55.02,67.06,60.81,45.12,162.31,83.59,119.96,136.615,62.85,86.26,101.6,13.3325,4.6975,125.38,15.65,1.2377,109.56,117.075,4.0093,25.9552
07/02/18,54.78,68.09,60.27,43.73,160.21,83.53,118.82,136.265,62.65,85.94,98.96,13.0675,4.7165,124.79,15.41,1.2264,109.33,115.833,4.0168,26.0867
08/02/18,53.6,67.31,58.48,42.29,153.45,83.54,118.69,136.075,62.375,85.19,96.72,13.055,4.7315,124.98,15.46,1.2247,108.74,116.16,4.0285,26.2873
09/02/18,53.71,66.31,59.07,43.16,156.1,83.61,117.94,136.165,62.635,84.95,94.88,12.89,4.7065,124.77,15.39,1.2252,108.8,115.814,4.0391,25.8584
12/02/18,54.26,67.34,60.22,43.78,158.87,83.57,118.46,136.14,62.46,85.53,95.12,12.945,4.75,125.37,15.57,1.2292,108.66,115.678,4.0391,25.7457
13/02/18,54.51,66.87,59.48,44.01,159.69,83.57,118.99,136.13,62.23,85.26,94.96,13.21,4.7805,126.08,15.62,1.2352,107.82,115.327,4.0391,25.9252
14/02/18,54.48,67.51,60.38,45.19,162.68,83.45,117.67,136.01,61.94,85.41,97.44,13.56,4.771,128.23,15.91,1.2451,107.01,115.146,4.0098,25.9979
15/02/18,55.38,67.98,60.67,45.51,165.7,83.42,118.07,135.95,61.59,86.1,98.64,13.5975,4.7915,128.38,15.91,1.2506,106.13,115.111,4.0412,26.086
16/02/18,55.6,68.95,61.6,45.54,164.96,83.44,118.71,136.42,62.595,86.45,99.04,13.6725,4.7815,127.96,15.73,1.2406,106.21,114.591,4.0121,25.996
19/02/18,55.6,68.22,61.6,45.54,164.96,83.44,118.71,136.095,62.335,86.45,99.04,13.51,4.786,127.96,15.73,1.2407,106.59,114.676,4.0125,25.9451
20/02/18,54.34,68.6,61.1,45.87,165.29,83.43,118.19,136.085,62.66,86.15,99.12,13.47,4.807,126.24,15.54,1.2337,107.33,114.66,4.0131,26.1826
21/02/18,53.69,68.65,60.49,45.85,164.82,83.44,116.74,136.23,62.93,85.76,98.32,13.505,4.793,125.66,15.54,1.2284,107.78,114.777,4.014,26.219
22/02/18,53.83,68.95,60.77,46.26,164.8,83.45,117.09,136.405,62.95,85.82,100.72,13.53,4.8045,126.3,15.66,1.233,106.75,114.439,4.0089,25.968
23/02/18,54.35,68.86,61.66,46.74,168.17,83.47,118.13,136.86,63.16,86.39,102.16,13.4,4.8145,126.14,15.59,1.2295,106.89,114.188,3.9829,25.9211
26/02/18,54.69,69.35,62.46,47.13,170.4,83.48,118.17,136.92,63.315,86.54,102.88,13.4425,4.868,126.45,15.68,1.2317,106.93,113.999,3.9709,26.0884
27/02/18,53.97,69.13,61.61,46.29,168.29,83.42,118,136.705,62.815,86.31,101.2,13.3075,4.851,125.13,15.48,1.2233,107.33,114.306,3.9746,26.2112
28/02/18,53.41,68.51,61.07,45.48,167.21,83.44,118.75,136.88,63.475,86.18,98.96,13.195,4.917,125,15.46,1.2194,106.68,112.936,3.9613,25.9223
01/03/18,53.29,67.82,59.3,45.47,164.48,83.47,119.32,137.03,63.83,85.27,98.8,13.1175,4.951,124.72,15.54,1.2267,106.24,112.803,3.9873,25.9653
02/03/18,53.74,66.88,59.97,45.6,165.99,83.43,118.35,136.975,63.78,85.75,98.96,13.0825,4.9575,125.39,15.56,1.2317,105.75,112.803,4.0124,25.9805
05/03/18,54.21,67.84,60.24,45.92,167.83,83.425,118.03,137.045,63.42,85.75,100.72,13.025,4.976,125.18,15.49,1.2336,106.2,113.002,4.0016,26.0312
06/03/18,54.25,67.82,60.61,46.24,168.54,83.41,118.14,136.73,63.175,85.87,100.56,13.125,4.965,126.53,15.78,1.2404,106.13,112.817,3.9831,26.0247
07/03/18,53.76,68.2,60.1,45.62,168.93,83.41,118.01,136.87,63.35,85.66,98.8,12.98,4.926,125.72,15.53,1.2411,106.07,112.426,4.0262,26.0091
08/03/18,54.25,68.91,60.47,45.05,169.86,83.43,118.69,137.115,63.6,85.76,97.2,12.805,4.907,125.42,15.55,1.2312,106.23,111.691,4.0202,25.7706
09/03/18,54.6,69.15,60.62,45.99,173.16,83.39,117.91,136.94,63.21,86.07,99.76,13.08,4.871,125.54,15.63,1.2307,106.82,112.289,4.0073,25.7911
12/03/18,54.5,69.27,60.68,46.22,174.08,83.43,118.59,137.145,63.26,85.93,98.96,12.95,4.8455,125.54,15.61,1.2334,106.42,112.3,4.0233,25.8499
13/03/18,54.46,68.5,60.58,45.77,171.71,83.45,119.19,137.225,63.7,85.66,97.92,13.03,4.869,125.78,15.61,1.239,106.58,112.892,4.0411,25.9798
14/03/18,53.91,68.39,60.84,45.7,171.68,83.44,120.24,137.46,64.475,85.56,98.24,13.005,4.8525,125.7,15.61,1.2368,106.32,112.527,4.0334,25.9435
15/03/18,53.53,68.74,60.96,44.66,171.53,83.45,120.24,137.605,64.595,85.62,98.72,12.91,4.842,124.9,15.45,1.2305,106.34,111.773,4.0435,26.0637
16/03/18,53.25,69,60.69,44.61,171.02,83.41,119.81,137.69,64.79,85.8,100.4,12.895,4.808,124.6,15.39,1.229,106.01,111.35,4.031,26.0674
19/03/18,52.73,68.29,59.66,44.2,167.1,83.41,119.43,137.73,64.995,85.45,100.4,12.87,4.7135,124.87,15.39,1.2335,106.1,111.563,4.0547,26.2334
20/03/18,52.58,68.4,60,43.92,167.65,83.38,118.95,137.665,64.855,85.62,102.48,12.72,4.7135,124.31,15.28,1.2242,106.53,111.384,4.0546,26.2716
21/03/18,51.93,68.27,60.08,44.98,166.92,83.44,119.08,137.555,64.635,85.65,105.44,12.79,4.7135,126.48,15.65,1.2338,106.05,111.65,4.039,26.0724
